board_name,board_id,name,position,city,term_end,add_info
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Jon Lauck,At Large (Appointed),Sioux Falls,4/15/2026,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Aaron Mayer,Archaeologist,Sioux Falls,4/15/2028,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Katherine Molnar,Architectual Historian,Windsor,4/15/2028,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,William Pearson,At Large (Appointed),Deadwood,4/15/2027,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Lura Roti,At Large,Sioux Falls,4/15/2028,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Brian Sandvig,At Large (Appointed),Milbank,4/15/2026,
"Historical Society Board of Trustees, State of South Dakota",BoardID=50,Francis Whitebird,At-Large,Pierre,4/1/2027,
Housing Development Authority,BoardID=51,Scott Erickson,Chairman,Sioux Falls,6/30/2027,
Housing Development Authority,BoardID=51,Jonathan Guenthner,Commissioner,Mitchell,6/30/2028,
Housing Development Authority,BoardID=51,Sara Hornick,Commissioner,Rapid City,6/30/2030,
Housing Development Authority,BoardID=51,Alex Jensen,Treasurer,Sioux Falls,6/30/2028,
Housing Development Authority,BoardID=51,Mark Roby,Commissioner,Watertown,6/30/2027,
Housing Development Authority,BoardID=51,Shauna Sheets,Commissioner,Rapid City,6/30/2029,
Housing Development Authority,BoardID=51,Preston Steele,Vice Chairman,Huron,6/30/2025,
"Human Rights, Commission on",BoardID=54,Vivian Asmussen,,Pierre,6/30/2025,"Biography:
Not Specified"
"Human Rights, Commission on",BoardID=54,AJ Franken,,Vermillion,6/30/2027,
"Human Rights, Commission on",BoardID=54,Marilyn Grossenburg,,Winner,6/30/2027,
"Human Rights, Commission on",BoardID=54,John Herweh,,Whitewood,6/30/2029,
"Human Rights, Commission on",BoardID=54,Peggy Miller,,Volga,6/30/2027,
Independent Living Council,BoardID=56,Valere Beeck,"Parent of children/adults with disabilities, business owner, advocate",Alcester,6/30/2026,
Independent Living Council,BoardID=56,Matt Cain,Director - Center for Independent Living,Sioux Falls,6/30/2027,
Independent Living Council,BoardID=56,Tricia Eggers,"Designated State Entity (DSE) representative-Service to the Blind and Visually Imparied, ex officio member",Redfield,6/30/2027,
Independent Living Council,BoardID=56,Brett Glirbas,"Person w/ a Disability, advocate",Sioux Falls,6/30/2026,
Independent Living Council,BoardID=56,Kendra Gottsleben,"Person w/ a disability, rep. of a disability organization, advocate",Sioux Falls,6/30/2026,
Independent Living Council,BoardID=56,Ryan Groeneweg,"Person with a disability, rep of disability organization, advocate",Sioux Falls,6/30/2027,
Independent Living Council,BoardID=56,Julie Johnson,"Person w/ a disability, parent of adult children with disabilities, advocate",Aberdeen,6/30/2027,
Independent Living Council,BoardID=56,Bradley Konechne,"Person w/ a Disability, Advocate",Brookings,6/30/2027,
Independent Living Council,BoardID=56,Jennifer Lewis,"Designated State Entity (DSE) representative-Rehabilitation Services, ex officio member",Ft Pierre,6/30/2027,
Independent Living Council,BoardID=56,Theresa Marzahn,"Advocate, Rep of Disability Org",Frankfort,6/30/2026,
Independent Living Council,BoardID=56,Richard Moeller,"Person w/ a Disability, advocate",Sturgis,6/30/2026,
Independent Living Council,BoardID=56,Cindy Moit,"Person w/ a disability, parent of adult child with disabilities, rep of disability organization, advocate",Pierre,6/30/2026,
Independent Living Council,BoardID=56,Lance Sigdestad,"Person w/ a disability, Rep of disability organization, advocate",Bristol,6/30/2028,
Independent Living Council,BoardID=56,Vicki Steffes,"Person w/ a Disability, advocate",Mitchell,6/30/2026,
Independent Living Council,BoardID=56,Joseph Vetch,"Person w/ a Disability, advocate",Summerset,6/30/2026,
Indian Child Welfare Council,BoardID=11770,Matt Althoff,DSS Cabinet Secretary,,,
Indian Child Welfare Council,BoardID=11770,Mickey Divine,Sisseton Wahpeton Oyate,,,
Indian Child Welfare Council,BoardID=11770,Peri Pourier,Representative,District 27,,
Indian Child Welfare Council,BoardID=11770,Lydia Skunk,Lower Brule Sioux Tribe,,,
Indian Child Welfare Council,BoardID=11770,Tamara St. John,Representative,,,
Indian Child Welfare Council,BoardID=11770,Erin Tobin,Senator,,,
Indian Education Advisory Council,BoardID=200,Vacant,At Large,"Rapid City, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Vacant,Tribal Designee- Flandreau Santee Sioux Tribe,,12/31/2025,
Indian Education Advisory Council,BoardID=200,Jolene Arrow,Tribal Designee- Yankton Sioux Tribe,"Marty, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Dayna Brave Eagle,Tribal Designee- Oglala Sioux Tribe,,12/31/2025,
Indian Education Advisory Council,BoardID=200,Brian Brown,Public School District Representative,White River School District,12/31/2027,
Indian Education Advisory Council,BoardID=200,Rosemary Clairmont,Tribal Designee- Rosebud Sioux Tribe,"Rosebud, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Megan Deal,Public School District Representative,"Pierre, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Dr. Cherie Farlee,Tribal Designee- Cheyenne River Sioux Tribe,"Eagle Butte, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Dr. Joseph Graves,Cabinet Secretary - SD Dept. of Education,"Pierre, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Josie Green,At Large,"Martin, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Stephanie Hageman,President - SDEA,Pierre,12/31/2025,
Indian Education Advisory Council,BoardID=200,Dr. Sherry Johnson,Tribal Designee- Sisseton-Wahpeton Oyate,"Sisseton, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Peter Lengkeek,Tribal Designee- Crow Creek Sioux Tribe,"Crow Creek, SD",12/31/2027,
Indian Education Advisory Council,BoardID=200,Tammy Matson,"Department of Tribal Relations, Council Secretary","Pierre, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Rich Meyer,SD Board of Education Standards Representative,Rapid City,12/31/2026,
Indian Education Advisory Council,BoardID=200,Janice Minder,SD Board of Regents Representative,"Pierre, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Fred Osborn,"DTR Office of Indian Education, Director","Pierre, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Dr. Ann Robertson,Public School District Representative,"Sioux Falls, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Kay Schallenkamp,At Large,"Spearfish, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Starla Spotted Horse,Tribal Designee- Standing Rock Sioux Tribe,"Ft. Yates, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Brian Wagner,Tribal Designee- Lower Brule Sioux Tribe,"Lower Brule, SD",12/31/2025,
Indian Education Advisory Council,BoardID=200,Algin Young,Cabinet Secretary - SD Dept. of Tribal Relations,"Pierre, SD",12/31/2025,
"Internal Control, Board of",BoardID=164,Kellie Beck,"Department of Transportation, Governor's Appointment",Pierre,3/29/2027,
"Internal Control, Board of",BoardID=164,Heather Forney,Board of Regents Designee,Pierre,,
"Internal Control, Board of",BoardID=164,Amanda Jost,Governor's Appointment,Pierre,6/25/2028,
"Internal Control, Board of",BoardID=164,Chris Petersen,"Department of Game, Fish & Parks, Governor's Appointment",Pierre,4/28/2026,
"Internal Control, Board of",BoardID=164,Rich Sattgast,State Auditor,Pierre,,
"Internal Control, Board of",BoardID=164,Jim Terwilliger,"Commissioner, Bureau of Finance and Management",Pierre,,
"Internal Control, Board of",BoardID=164,Brenda Tidball-Zeltinger,"Department of Social Services, Governor's Appointment",Pierre,3/29/2028,
"Interstate Adult Supervision, State Council for",BoardID=201,Charles Frieberg,Director of Trial Court Services,Pierre,,
"Interstate Adult Supervision, State Council for",BoardID=201,Krista Heeren-Graber,Victim's Advocate,,6/30/2024,
"Interstate Adult Supervision, State Council for",BoardID=201,John Hughes,State Representative,Sioux Falls,6/30/2028,
"Interstate Adult Supervision, State Council for",BoardID=201,Brad Lewandowski,Director of Parole Board,Sioux Falls,,
"Interstate Adult Supervision, State Council for",BoardID=201,Marshall Lovrein,Circuit Court Judge,,6/30/2026,
"Interstate Adult Supervision, State Council for",BoardID=201,Hank Prim,Division of Criminal Investigation,,,
"Interstate Adult Supervision, State Council for",BoardID=201,Kellie Wasko,Secretary of Corrections,Pierre,,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Kristi Bunkers,"Director of Juvenile Services, Department of Corrections",Sioux Falls,,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Amy Carter,Victim Representative from Childrens Inn,Sioux Falls,11/30/2026,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Kathy Christenson,Deputy Compact Administrator for South Dakota ICJ,Pierre,,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Charles Frieberg,Commissioner,Pierre,,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Jamie Gravett,Director of Minnehaha County Juvenile Detention Center,Sioux Falls,11/30/2026,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Heidi Linngren,Circuit Court Judge - 7th Circuit,Rapid City,11/30/2026,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Sara Sheppick,DSS,,,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Bethany Soye,SD State Representative,Sioux Falls,11/30/2028,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Geody VanDewater,Police Chief,Sturgis,11/30/2026,
"Interstate Commission for Juveniles, Council for the",BoardID=60,Kellie Wasko,"Secretary, Department of Corrections",Pierre,,
"Investment Council, South Dakota",BoardID=177,Travis Almond,Executive Director South Dakota Retirement System,Pierre,,
"Investment Council, South Dakota",BoardID=177,Paul Bisson,Chair,Sturgis,6/30/2022,
"Investment Council, South Dakota",BoardID=177,Josh Haeder,State Treasurer,Pierre,,
"Investment Council, South Dakota",BoardID=177,Mary Howard,,Sioux Falls,6/30/2024,
"Investment Council, South Dakota",BoardID=177,Jarrod Johnson,School & Public Lands Commissioner,Pierre,,
"Investment Council, South Dakota",BoardID=177,Loren Koepsell,,Sioux Falls,6/30/2025,
"Investment Council, South Dakota",BoardID=177,Greg Kulesa,Vice Chair,Sioux Falls,6/30/2023,
"Investment Council, South Dakota",BoardID=177,Steve Pietila,,Yankton,6/30/2026,
Judicial Qualifications Commission,BoardID=128,Paul E. Bachand,Governor's Appointee,Ft. Pierre,11/12/2029,
Judicial Qualifications Commission,BoardID=128,Eric DeNure,Attorney,Sioux Falls,7/1/2028,
Judicial Qualifications Commission,BoardID=128,Cheryle Gering,Judicial Conference,Yankton,9/21/2026,
Judicial Qualifications Commission,BoardID=128,Raleigh Hansman,Attorney,Sioux Falls,4/8/2028,
Judicial Qualifications Commission,BoardID=128,Rory King,Governor's Appointee,Aberdeen,6/30/2025,
Judicial Qualifications Commission,BoardID=128,Robert Morris,Attorney,Belle Fourche,4/30/2028,
Judicial Qualifications Commission,BoardID=128,Bobbi Rank,Judicial Conference,Winner,5/1/2028,
Juvenile Justice Oversight Council,BoardID=134,Senator Greg Blanc,Legislative Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Annie Brokenleg,Chief Justice Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Ryan Brunner,Governor's Appointee (At-large),,,
Juvenile Justice Oversight Council,BoardID=134,Kristi Bunkers,Governor's Appointee (Representative from DOC),,,
Juvenile Justice Oversight Council,BoardID=134,Senator Red Dawn Foster,Senate Majority Leader Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Superintendent Kelly Glodt,Superintendent's Association Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Bryan Harberts,Governor's Appointee (Youth Care Provider),,,
Juvenile Justice Oversight Council,BoardID=134,Judge David Knoff,Chief Justice Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Brenna Koedam,Governor's Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Joanna Lawler,Chief Justice Appointee (Criminal Defense Attorney),,,
Juvenile Justice Oversight Council,BoardID=134,Judge Heidi Linngren,Chief Justice Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Dr. Tammy Meyer,Superintendent's Association Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Judge Margo Northrup,Chief Justice Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Representative Mike Stevens,Legislative Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Rene Velasquez,Governor's Appointee (law enforcement),,,
Juvenile Justice Oversight Council,BoardID=134,Amie Weglin,Chief Justice Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Karly Winter,Attorney General Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Senator Kadyn Wittman,Legislative Appointee,,,
Juvenile Justice Oversight Council,BoardID=134,Secretary Algin Young,Governor's Appointee,,,
Juvenile Services Council,BoardID=59,Eric Anderson,Representative of Law Enforcement/Juvenile Justice Agency,Sioux Falls,10/30/2027,
Juvenile Services Council,BoardID=59,Dadra Avery,Representative of Public Delinquency/Treatment Agency,Sturgis,10/30/2026,
Juvenile Services Council,BoardID=59,Tami Bern,Representative of Law Enforcement/Juvenile Justice Agency-Judge,Vermillion,10/30/2027,
Juvenile Services Council,BoardID=59,Melanie Boetel,Representative of Public Delinquency/Treatment Agency-DSS,Sioux Falls,10/30/2027,
Juvenile Services Council,BoardID=59,Ruth Burns,Representative of Law Enforcement/Juvenile Justice Agency-Chief Tribal Judge,Agency Village,10/30/2028,
Juvenile Services Council,BoardID=59,Cassidy Frederick,Youth Member,Sioux Falls,10/30/2028,
Juvenile Services Council,BoardID=59,Charles Frieberg,Representative of Law Enforcement/Juvenile Justice Agency,Pierre,10/30/2027,
Juvenile Services Council,BoardID=59,Daniel Haggar,Locally Elected Official,Sioux Falls,10/30/2026,
Juvenile Services Council,BoardID=59,Cindy Heiberger,Community Prevention & Treatment Programs,Sioux Falls,10/30/2026,
Juvenile Services Council,BoardID=59,Doug Herrmann,Community Service Provider,Rapid City,10/30/2026,
Juvenile Services Council,BoardID=59,Brad Howell,Locally Elected Official,Watertown,10/30/2027,
Juvenile Services Council,BoardID=59,Angela Lisburg,Representative of a Victim or Witness Advocacy Group,Pierre,10/30/2025,
Juvenile Services Council,BoardID=59,Jamin McGray,Youth Member,Pierre,10/30/2028,
Juvenile Services Council,BoardID=59,Sara McGregor - Okroi,Community Prevention & Treatment Programs,Sisseston,10/30/2028,
Juvenile Services Council,BoardID=59,David McNeil,Representative of Law Enforcement/Juvenile Justice Agency,Aberdeen,10/30/2027,
Juvenile Services Council,BoardID=59,Elizabeth O'Toole,Representative of Private Organization,Sioux Falls,10/30/2028,
Juvenile Services Council,BoardID=59,Becky Rasmussen,Representative of a Victim or Witness Advocacy Group,Sioux Falls,10/30/2027,
Juvenile Services Council,BoardID=59,Skylir Skipper,Youth Member,Spearfish,10/30/2027,
Juvenile Services Council,BoardID=59,Amy Witt,Community Service Provider,Sioux Falls,10/30/2027,
Juvenile Services Council,BoardID=59,Julian Woodward,Youth Member,Aberdeen,10/30/2026,
Law Enforcement Officers Standards Commission,BoardID=215,Steve Allender,Commissioner,Rapid City,9/3/2025,"Biography:
Rapid City, representative for the South Dakota Municipal League"
Law Enforcement Officers Standards Commission,BoardID=215,Casey Collins,Commissioner,Pierre,2/24/2026,"Biography:
Superintendent, South Dakota Highway Patrol - One person from the Division of Highway Patrol"
Law Enforcement Officers Standards Commission,BoardID=215,Neil Fulton,Commissioner,Vermillion,9/8/2026,"Biography:
Dean, University of South Dakota Knudson School of Law"
Law Enforcement Officers Standards Commission,BoardID=215,Gary Gaikowski,Commissioner,Sisseton-Wahpeton,9/8/2026,"Biography:
Chief of Police Sisseton-Wahpeton, enrolled tribal member and law enforcement officer"
Law Enforcement Officers Standards Commission,BoardID=215,Andy Howe,Commissioner,Vermillion,9/3/2025,"Biography:
Clay County Sheriff, Sheriff's representative"
Law Enforcement Officers Standards Commission,BoardID=215,Marty Jackley,Ex -Officio Member - Attorney General,Pierre,,
Law Enforcement Officers Standards Commission,BoardID=215,Joan Machione,"Ex-Officio Member - SAC, FBI",Rapid City,,"Biography:
Special Agent in Charge, FBI, of district in which South Dakota is located"
Law Enforcement Officers Standards Commission,BoardID=215,Kathy Peterson,Commissioner,Rapid City,6/30/2026,"Biography:
Appointed by the Governor, civilian representative"
Law Enforcement Officers Standards Commission,BoardID=215,Hank Prim,Executive Secretary,Pierre,,"Biography:
Supervisory Special Agent and Law Enforcement Training Administrator, South Dakota Division of Criminal Investigation"
